new_index,County,BU / ACRE
1970-Meeker County,MEEKER,24.0
1970-Mille Lacs County,MILLE LACS,16.0
1970-Morrison County,MORRISON,13.0
1970-Murray County,MURRAY,27.0
1970-Nicollet County,NICOLLET,32.0
1970-Nobles County,NOBLES,28.0
1970-Norman County,NORMAN,17.0
1970-Otter Tail County,OTTER TAIL,13.0
1970-Pennington County,PENNINGTON,16.0
1970-Pine County,PINE,16.0
1970-Pipestone County,PIPESTONE,21.0
1970-Polk County,POLK,17.0
1970-Pope County,POPE,15.0
1970-Ramsey County,RAMSEY,23.0
1970-Red Lake County,RED LAKE,17.0
1970-Redwood County,REDWOOD,27.0
1970-Renville County,RENVILLE,26.0
1970-Rice County,RICE,27.0
1970-Rock County,ROCK,25.0
1970-Roseau County,ROSEAU,15.0
1970-Scott County,SCOTT,25.0
1970-Sherburne County,SHERBURNE,13.0
1970-Sibley County,SIBLEY,28.0
1970-Stearns County,STEARNS,18.0
1970-Steele County,STEELE,29.0
1970-Stevens County,STEVENS,17.0
1970-Swift County,SWIFT,21.0
1970-Todd County,TODD,18.0
1970-Traverse County,TRAVERSE,13.0
1970-Wadena County,WADENA,13.0
1970-Waseca County,WASECA,32.0
1970-Washington County,WASHINGTON,24.0
1970-Watonwan County,WATONWAN,31.0
1970-Wilkin County,WILKIN,14.0
1970-Wright County,WRIGHT,24.0
1970-Yellow Medicine County,YELLOW MEDICINE,25.0
1971-Anoka County,ANOKA,15.0
1971-Becker County,BECKER,11.0
1971-Beltrami County,BELTRAMI,11.0
1971-Benton County,BENTON,17.0
1971-Big Stone County,BIG STONE,17.0
1971-Blue Earth County,BLUE EARTH,26.0
1971-Brown County,BROWN,25.0
1971-Carlton County,CARLTON,14.0
1971-Carver County,CARVER,25.0
1971-Cass County,CASS,14.0
1971-Chippewa County,CHIPPEWA,19.0
1971-Chisago County,CHISAGO,15.0
1971-Clay County,CLAY,15.0
1971-Clearwater County,CLEARWATER,12.0
1971-Cottonwood County,COTTONWOOD,24.0
1971-Crow Wing County,CROW WING,12.0
1971-Douglas County,DOUGLAS,15.0
1971-Faribault County,FARIBAULT,30.0
1971-Freeborn County,FREEBORN,25.0
1971-Grant County,GRANT,14.0
1971-Hennepin County,HENNEPIN,23.0
1971-Hubbard County,HUBBARD,13.0
1971-Isanti County,ISANTI,14.0
1971-Itasca County,ITASCA,12.0
1971-Jackson County,JACKSON,28.0
1971-Kanabec County,KANABEC,15.0
1971-Kandiyohi County,KANDIYOHI,21.0
1971-Kittson County,KITTSON,11.0
1971-Lac Qui Parle County,LAC QUI PARLE,22.0
1971-Le Sueur County,LE SUEUR,22.0
1971-Lincoln County,LINCOLN,20.0
1971-Lyon County,LYON,22.0
1971-Mahnomen County,MAHNOMEN,13.0
1971-Marshall County,MARSHALL,12.0
1971-Martin County,MARTIN,31.0
1971-Mcleod County,MCLEOD,23.0
1971-Meeker County,MEEKER,22.0
1971-Mille Lacs County,MILLE LACS,14.0
1971-Morrison County,MORRISON,13.0
1971-Murray County,MURRAY,22.0
1971-Nicollet County,NICOLLET,23.0
1971-Nobles County,NOBLES,25.0
1971-Norman County,NORMAN,14.0
1971-Otter Tail County,OTTER TAIL,14.0
1971-Pennington County,PENNINGTON,12.0
1971-Pine County,PINE,10.0
1971-Pipestone County,PIPESTONE,20.0
1971-Polk County,POLK,13.0
1971-Pope County,POPE,13.0
1971-Ramsey County,RAMSEY,20.0
1971-Red Lake County,RED LAKE,12.0
1971-Redwood County,REDWOOD,23.0
1971-Renville County,RENVILLE,21.0
1971-Rice County,RICE,24.0
1971-Rock County,ROCK,23.0
1971-Roseau County,ROSEAU,10.0
1971-Scott County,SCOTT,25.0
1971-Sherburne County,SHERBURNE,14.0
1971-Sibley County,SIBLEY,27.0
1971-Stearns County,STEARNS,17.0
1971-Steele County,STEELE,24.0
1971-Stevens County,STEVENS,18.0
1971-Swift County,SWIFT,17.0
1971-Todd County,TODD,14.0
1971-Traverse County,TRAVERSE,12.0
1971-Wadena County,WADENA,13.0
1971-Waseca County,WASECA,27.0
1971-Washington County,WASHINGTON,21.0
1971-Watonwan County,WATONWAN,27.0
1971-Wilkin County,WILKIN,13.0
1971-Wright County,WRIGHT,22.0
1971-Yellow Medicine County,YELLOW MEDICINE,21.0
1972-Anoka County,ANOKA,20.0
1972-Becker County,BECKER,19.0
1972-Benton County,BENTON,21.0
1972-Big Stone County,BIG STONE,15.0
1972-Blue Earth County,BLUE EARTH,32.0
1972-Brown County,BROWN,30.0
1972-Carlton County,CARLTON,19.0
1972-Carver County,CARVER,22.0
1972-Cass County,CASS,17.0
1972-Chippewa County,CHIPPEWA,24.0
1972-Chisago County,CHISAGO,20.0
1972-Clay County,CLAY,22.0
1972-Cottonwood County,COTTONWOOD,32.0
1972-Crow Wing County,CROW WING,17.0
1972-Douglas County,DOUGLAS,15.0
1972-Faribault County,FARIBAULT,34.0
1972-Freeborn County,FREEBORN,32.0
1972-Grant County,GRANT,17.0
1972-Hennepin County,HENNEPIN,19.0
1972-Hubbard County,HUBBARD,17.0
1972-Isanti County,ISANTI,20.0
1972-Jackson County,JACKSON,33.0
1972-Kanabec County,KANABEC,23.0
1972-Kandiyohi County,KANDIYOHI,22.0
1972-Lac Qui Parle County,LAC QUI PARLE,21.0
1972-Le Sueur County,LE SUEUR,31.0
1972-Lincoln County,LINCOLN,25.0
1972-Lyon County,LYON,28.0
1972-Mahnomen County,MAHNOMEN,19.0
1972-Marshall County,MARSHALL,15.0
1972-Martin County,MARTIN,34.0
1972-Mcleod County,MCLEOD,27.0
1972-Meeker County,MEEKER,23.0
1972-Mille Lacs County,MILLE LACS,19.0
1972-Morrison County,MORRISON,17.0
1972-Murray County,MURRAY,29.0
1972-Nicollet County,NICOLLET,32.0
1972-Nobles County,NOBLES,33.0
1972-Norman County,NORMAN,23.0
1972-Otter Tail County,OTTER TAIL,20.0
1972-Pennington County,PENNINGTON,16.0
1972-Pine County,PINE,19.0
1972-Pipestone County,PIPESTONE,26.0
1972-Polk County,POLK,16.0
1972-Pope County,POPE,20.0
1972-Ramsey County,RAMSEY,24.0
1972-Red Lake County,RED LAKE,16.0
1972-Redwood County,REDWOOD,30.0
1972-Renville County,RENVILLE,26.0
1972-Rice County,RICE,29.0
1972-Rock County,ROCK,32.0
1972-Roseau County,ROSEAU,15.0
1972-Scott County,SCOTT,28.0
1972-Sherburne County,SHERBURNE,21.0
1972-Sibley County,SIBLEY,31.0
1972-Stearns County,STEARNS,17.0
1972-Steele County,STEELE,31.0
1972-Stevens County,STEVENS,17.0
1972-Swift County,SWIFT,18.0
1972-Todd County,TODD,17.0
1972-Traverse County,TRAVERSE,16.0
1972-Wadena County,WADENA,17.0
1972-Waseca County,WASECA,33.0
1972-Washington County,WASHINGTON,26.0
1972-Watonwan County,WATONWAN,34.0
1972-Wilkin County,WILKIN,18.0
1972-Wright County,WRIGHT,25.0
1972-Yellow Medicine County,YELLOW MEDICINE,25.0
1973-Aitkin County,AITKIN,20.0
1973-Anoka County,ANOKA,20.0
1973-Becker County,BECKER,21.0
1973-Benton County,BENTON,24.0
1973-Big Stone County,BIG STONE,21.0
1973-Blue Earth County,BLUE EARTH,34.6
1973-Brown County,BROWN,29.0
1973-Carlton County,CARLTON,19.0
1973-Carver County,CARVER,26.0
1973-Cass County,CASS,17.0
1973-Chippewa County,CHIPPEWA,29.0
1973-Chisago County,CHISAGO,22.0
1973-Clay County,CLAY,24.0
1973-Cottonwood County,COTTONWOOD,27.0
1973-Crow Wing County,CROW WING,22.0
1973-Douglas County,DOUGLAS,27.0
1973-Faribault County,FARIBAULT,37.0
1973-Freeborn County,FREEBORN,30.0
1973-Grant County,GRANT,25.0
1973-Hennepin County,HENNEPIN,25.0
1973-Hubbard County,HUBBARD,17.0
1973-Isanti County,ISANTI,25.0
1973-Jackson County,JACKSON,28.0
1973-Kanabec County,KANABEC,22.0
1973-Kandiyohi County,KANDIYOHI,24.0
1973-Lac Qui Parle County,LAC QUI PARLE,25.0
1973-Le Sueur County,LE SUEUR,33.0
1973-Lincoln County,LINCOLN,20.0
1973-Lyon County,LYON,24.0
1973-Mahnomen County,MAHNOMEN,21.0
1973-Marshall County,MARSHALL,16.0
1973-Martin County,MARTIN,35.0
1973-Mcleod County,MCLEOD,29.0
1973-Meeker County,MEEKER,24.0
1973-Mille Lacs County,MILLE LACS,16.0
1973-Morrison County,MORRISON,22.0
1973-Murray County,MURRAY,25.0
1973-Nicollet County,NICOLLET,34.0
1973-Nobles County,NOBLES,28.0
1973-Norman County,NORMAN,23.0
1973-Otter Tail County,OTTER TAIL,23.0
1973-Pennington County,PENNINGTON,18.0
1973-Pine County,PINE,17.0
1973-Pipestone County,PIPESTONE,23.0
1973-Polk County,POLK,19.0
1973-Pope County,POPE,25.0
1973-Ramsey County,RAMSEY,23.0
1973-Red Lake County,RED LAKE,18.0
1973-Redwood County,REDWOOD,29.0
1973-Renville County,RENVILLE,30.0
1973-Rice County,RICE,28.0
1973-Rock County,ROCK,28.0
1973-Roseau County,ROSEAU,17.0
1973-Scott County,SCOTT,31.0
1973-Sherburne County,SHERBURNE,22.0
1973-Sibley County,SIBLEY,32.0
1973-Stearns County,STEARNS,25.0
1973-Steele County,STEELE,32.6
1973-Stevens County,STEVENS,26.0
1973-Swift County,SWIFT,27.0
1973-Todd County,TODD,23.0
1973-Traverse County,TRAVERSE,24.0
1973-Wadena County,WADENA,21.0
1973-Waseca County,WASECA,37.0
1973-Washington County,WASHINGTON,27.0
1973-Watonwan County,WATONWAN,34.0
1973-Wilkin County,WILKIN,22.0
1973-Wright County,WRIGHT,29.0
1973-Yellow Medicine County,YELLOW MEDICINE,27.0
1974-Aitkin County,AITKIN,8.0
1974-Anoka County,ANOKA,10.5
1974-Becker County,BECKER,15.0
1974-Benton County,BENTON,13.5
1974-Big Stone County,BIG STONE,15.0
1974-Blue Earth County,BLUE EARTH,24.0
1974-Brown County,BROWN,23.5
1974-Carlton County,CARLTON,16.0
1974-Carver County,CARVER,21.0
1974-Cass County,CASS,13.0
1974-Chippewa County,CHIPPEWA,21.0
1974-Chisago County,CHISAGO,10.5
1974-Clay County,CLAY,16.0
1974-Clearwater County,CLEARWATER,14.0
1974-Cottonwood County,COTTONWOOD,23.5
1974-Crow Wing County,CROW WING,10.5
1974-Douglas County,DOUGLAS,15.5
1974-Faribault County,FARIBAULT,26.5
1974-Freeborn County,FREEBORN,25.5
1974-Grant County,GRANT,17.5
1974-Hennepin County,HENNEPIN,16.0
1974-Hubbard County,HUBBARD,12.0
1974-Isanti County,ISANTI,11.5
1974-Itasca County,ITASCA,14.0
1974-Jackson County,JACKSON,26.0
1974-Kanabec County,KANABEC,13.0
1974-Kandiyohi County,KANDIYOHI,17.5
1974-Kittson County,KITTSON,13.5
1974-Lac Qui Parle County,LAC QUI PARLE,18.0
1974-Lake Of The Woods County,LAKE OF THE WOODS,20.0
1974-Le Sueur County,LE SUEUR,19.5
1974-Lincoln County,LINCOLN,19.0
1974-Lyon County,LYON,21.5
1974-Mahnomen County,MAHNOMEN,12.0
1974-Marshall County,MARSHALL,19.5
1974-Martin County,MARTIN,30.0
1974-Mcleod County,MCLEOD,19.0
1974-Meeker County,MEEKER,17.5
1974-Mille Lacs County,MILLE LACS,11.0
1974-Morrison County,MORRISON,15.5
1974-Murray County,MURRAY,22.0
1974-Nicollet County,NICOLLET,23.0
1974-Nobles County,NOBLES,23.0
1974-Norman County,NORMAN,15.5
1974-Otter Tail County,OTTER TAIL,17.5
1974-Pennington County,PENNINGTON,18.0
1974-Pine County,PINE,16.0
1974-Pipestone County,PIPESTONE,20.5
1974-Polk County,POLK,17.5
1974-Pope County,POPE,16.5
1974-Ramsey County,RAMSEY,11.0
1974-Red Lake County,RED LAKE,14.0
1974-Redwood County,REDWOOD,23.5
1974-Renville County,RENVILLE,23.0
1974-Rice County,RICE,21.5
1974-Rock County,ROCK,23.5
1974-Roseau County,ROSEAU,13.0
1974-Scott County,SCOTT,19.0
1974-Sherburne County,SHERBURNE,12.5
1974-Sibley County,SIBLEY,21.0
1974-Stearns County,STEARNS,14.0
1974-Steele County,STEELE,24.5
1974-Stevens County,STEVENS,18.5
1974-Swift County,SWIFT,18.5
1974-Todd County,TODD,14.0
1974-Traverse County,TRAVERSE,14.5
1974-Wadena County,WADENA,12.0
1974-Waseca County,WASECA,22.5
1974-Washington County,WASHINGTON,17.0
1974-Watonwan County,WATONWAN,28.0
1974-Wilkin County,WILKIN,18.0
1974-Wright County,WRIGHT,19.0
1974-Yellow Medicine County,YELLOW MEDICINE,20.5
1975-Aitkin County,AITKIN,18.5
1975-Anoka County,ANOKA,16.0
1975-Becker County,BECKER,15.5
1975-Benton County,BENTON,15.0
1975-Big Stone County,BIG STONE,18.4
1975-Blue Earth County,BLUE EARTH,31.2
1975-Brown County,BROWN,26.4
1975-Carlton County,CARLTON,19.0
1975-Carver County,CARVER,26.4
1975-Cass County,CASS,12.0
1975-Chippewa County,CHIPPEWA,24.4
1975-Chisago County,CHISAGO,16.0
1975-Clay County,CLAY,16.0
1975-Clearwater County,CLEARWATER,15.0
1975-Cottonwood County,COTTONWOOD,27.6
1975-Crow Wing County,CROW WING,15.0
1975-Douglas County,DOUGLAS,14.8
1975-Faribault County,FARIBAULT,30.3
1975-Freeborn County,FREEBORN,27.2
1975-Grant County,GRANT,20.2
1975-Hennepin County,HENNEPIN,27.0
1975-Hubbard County,HUBBARD,11.0
1975-Isanti County,ISANTI,21.0
1975-Itasca County,ITASCA,11.0
1975-Jackson County,JACKSON,34.3
1975-Kanabec County,KANABEC,16.5
1975-Kandiyohi County,KANDIYOHI,23.2
1975-Kittson County,KITTSON,15.0
1975-Lac Qui Parle County,LAC QUI PARLE,19.9
1975-Le Sueur County,LE SUEUR,29.8
1975-Lincoln County,LINCOLN,19.0
1975-Lyon County,LYON,20.8
1975-Mahnomen County,MAHNOMEN,16.0
1975-Marshall County,MARSHALL,15.5
1975-Martin County,MARTIN,35.6
1975-Mcleod County,MCLEOD,28.5
1975-Meeker County,MEEKER,27.1
1975-Mille Lacs County,MILLE LACS,16.5
1975-Morrison County,MORRISON,14.5
1975-Murray County,MURRAY,22.9
1975-Nicollet County,NICOLLET,32.4
1975-Nobles County,NOBLES,32.9
1975-Norman County,NORMAN,15.0
1975-Otter Tail County,OTTER TAIL,21.3
1975-Pennington County,PENNINGTON,16.0
1975-Pine County,PINE,15.6
1975-Pipestone County,PIPESTONE,29.4
1975-Polk County,POLK,15.0
1975-Pope County,POPE,17.5
1975-Ramsey County,RAMSEY,15.0
1975-Red Lake County,RED LAKE,15.0
1975-Redwood County,REDWOOD,25.8
1975-Renville County,RENVILLE,27.8
1975-Rice County,RICE,27.3
1975-Rock County,ROCK,33.9
1975-Roseau County,ROSEAU,15.0
1975-Scott County,SCOTT,29.4
1975-Sherburne County,SHERBURNE,16.0
1975-Sibley County,SIBLEY,29.8
1975-Stearns County,STEARNS,19.0
1975-Steele County,STEELE,27.1
1975-Stevens County,STEVENS,23.2
1975-Swift County,SWIFT,26.6
1975-Todd County,TODD,21.3
1975-Traverse County,TRAVERSE,19.9
1975-Wadena County,WADENA,15.0
1975-Waseca County,WASECA,31.2
1975-Washington County,WASHINGTON,21.0
1975-Watonwan County,WATONWAN,31.0
1975-Wilkin County,WILKIN,20.1
1975-Wright County,WRIGHT,23.5
1975-Yellow Medicine County,YELLOW MEDICINE,19.6
1976-Aitkin County,AITKIN,14.0
1976-Anoka County,ANOKA,11.2
1976-Becker County,BECKER,12.0
1976-Benton County,BENTON,16.0
1976-Big Stone County,BIG STONE,7.0
1976-Blue Earth County,BLUE EARTH,31.0
1976-Brown County,BROWN,20.0
1976-Carlton County,CARLTON,13.0
1976-Carver County,CARVER,23.5
1976-Cass County,CASS,13.0
1976-Chippewa County,CHIPPEWA,11.0
1976-Chisago County,CHISAGO,13.6
1976-Clay County,CLAY,15.8
1976-Cottonwood County,COTTONWOOD,24.5
1976-Crow Wing County,CROW WING,8.3
1976-Douglas County,DOUGLAS,13.0
1976-Faribault County,FARIBAULT,32.9
1976-Freeborn County,FREEBORN,29.6
1976-Grant County,GRANT,11.5
1976-Hennepin County,HENNEPIN,19.2
1976-Isanti County,ISANTI,10.5
1976-Jackson County,JACKSON,25.0
1976-Kanabec County,KANABEC,16.4
1976-Kandiyohi County,KANDIYOHI,18.2
1976-Lac Qui Parle County,LAC QUI PARLE,7.5
1976-Le Sueur County,LE SUEUR,28.5
1976-Lincoln County,LINCOLN,9.7
1976-Lyon County,LYON,14.0
1976-Mahnomen County,MAHNOMEN,15.0
1976-Martin County,MARTIN,27.7
1976-Mcleod County,MCLEOD,21.4
1976-Meeker County,MEEKER,21.8
1976-Mille Lacs County,MILLE LACS,17.2
1976-Morrison County,MORRISON,8.0
1976-Murray County,MURRAY,17.7
1976-Nicollet County,NICOLLET,27.9
1976-Nobles County,NOBLES,20.8
1976-Norman County,NORMAN,16.0
1976-Otter Tail County,OTTER TAIL,10.4
1976-Pine County,PINE,12.4
1976-Pipestone County,PIPESTONE,13.0
1976-Polk County,POLK,19.0
1976-Pope County,POPE,11.0
1976-Ramsey County,RAMSEY,13.0
1976-Red Lake County,RED LAKE,15.8
1976-Redwood County,REDWOOD,18.2
1976-Renville County,RENVILLE,20.8
1976-Rice County,RICE,26.0
1976-Rock County,ROCK,19.3
1976-Scott County,SCOTT,23.4
1976-Sherburne County,SHERBURNE,7.0
1976-Sibley County,SIBLEY,24.2
1976-Stearns County,STEARNS,13.7
1976-Steele County,STEELE,25.8
1976-Stevens County,STEVENS,10.9
1976-Swift County,SWIFT,13.3
1976-Todd County,TODD,12.0
1976-Traverse County,TRAVERSE,9.5
1976-Wadena County,WADENA,10.0
1976-Waseca County,WASECA,30.8
1976-Washington County,WASHINGTON,17.0
1976-Watonwan County,WATONWAN,28.1
1976-Wilkin County,WILKIN,9.7
1976-Wright County,WRIGHT,20.9
1976-Yellow Medicine County,YELLOW MEDICINE,12.4
1977-Aitkin County,AITKIN,22.0
1977-Anoka County,ANOKA,21.3
1977-Becker County,BECKER,19.0
1977-Benton County,BENTON,31.7
1977-Big Stone County,BIG STONE,24.7
1977-Blue Earth County,BLUE EARTH,40.9
1977-Brown County,BROWN,37.0
1977-Carlton County,CARLTON,21.0
1977-Carver County,CARVER,37.1
1977-Cass County,CASS,15.0
1977-Chippewa County,CHIPPEWA,28.9
1977-Chisago County,CHISAGO,21.3
1977-Clay County,CLAY,17.9
1977-Cottonwood County,COTTONWOOD,39.9
1977-Crow Wing County,CROW WING,18.0
1977-Douglas County,DOUGLAS,27.0
1977-Faribault County,FARIBAULT,40.2
1977-Freeborn County,FREEBORN,40.5
1977-Grant County,GRANT,27.9
1977-Hennepin County,HENNEPIN,36.1
1977-Isanti County,ISANTI,23.4
1977-Jackson County,JACKSON,34.7
1977-Kanabec County,KANABEC,25.0
1977-Kandiyohi County,KANDIYOHI,30.2
1977-Kittson County,KITTSON,17.0
1977-Lac Qui Parle County,LAC QUI PARLE,31.4
1977-Le Sueur County,LE SUEUR,40.4
1977-Lincoln County,LINCOLN,27.1
1977-Lyon County,LYON,36.2
1977-Mahnomen County,MAHNOMEN,16.0
1977-Marshall County,MARSHALL,17.0
1977-Martin County,MARTIN,36.1
1977-Mcleod County,MCLEOD,36.8
1977-Meeker County,MEEKER,33.7
1977-Mille Lacs County,MILLE LACS,26.0
1977-Morrison County,MORRISON,15.3
1977-Murray County,MURRAY,34.8
1977-Nicollet County,NICOLLET,40.6
1977-Nobles County,NOBLES,34.9
1977-Norman County,NORMAN,12.0
1977-Otter Tail County,OTTER TAIL,27.9
1977-Pennington County,PENNINGTON,17.0
1977-Pine County,PINE,24.0
1977-Pipestone County,PIPESTONE,28.3
1977-Polk County,POLK,21.5
1977-Pope County,POPE,25.8
1977-Ramsey County,RAMSEY,24.0
1977-Red Lake County,RED LAKE,17.0
1977-Redwood County,REDWOOD,36.8
1977-Renville County,RENVILLE,37.2
1977-Rice County,RICE,35.3
1977-Rock County,ROCK,37.7
1977-Scott County,SCOTT,35.6
1977-Sherburne County,SHERBURNE,20.3
1977-Sibley County,SIBLEY,40.1
1977-Stearns County,STEARNS,25.0
1977-Steele County,STEELE,39.3
1977-Stevens County,STEVENS,26.1
1977-Swift County,SWIFT,27.1
1977-Todd County,TODD,27.9
1977-Traverse County,TRAVERSE,26.9
1977-Wadena County,WADENA,24.5
1977-Waseca County,WASECA,43.6
1977-Washington County,WASHINGTON,32.5
1977-Watonwan County,WATONWAN,39.7
1977-Wilkin County,WILKIN,20.0
1977-Wright County,WRIGHT,31.6
1977-Yellow Medicine County,YELLOW MEDICINE,32.4
1978-Aitkin County,AITKIN,24.0
1978-Anoka County,ANOKA,24.8
1978-Becker County,BECKER,33.3
1978-Benton County,BENTON,30.1
1978-Big Stone County,BIG STONE,24.8
1978-Blue Earth County,BLUE EARTH,39.8
1978-Brown County,BROWN,39.4
1978-Carlton County,CARLTON,23.0
1978-Carver County,CARVER,36.1
1978-Cass County,CASS,25.0
1978-Chippewa County,CHIPPEWA,31.3
1978-Chisago County,CHISAGO,21.5
1978-Clay County,CLAY,32.6
1978-Cottonwood County,COTTONWOOD,39.9
1978-Crow Wing County,CROW WING,17.4
1978-Douglas County,DOUGLAS,21.7
1978-Faribault County,FARIBAULT,35.7
1978-Freeborn County,FREEBORN,36.6
1978-Grant County,GRANT,25.4
1978-Hennepin County,HENNEPIN,29.3
1978-Isanti County,ISANTI,26.6
1978-Jackson County,JACKSON,38.8
1978-Kanabec County,KANABEC,30.9
1978-Kandiyohi County,KANDIYOHI,35.5
1978-Kittson County,KITTSON,29.0
1978-Lac Qui Parle County,LAC QUI PARLE,29.7
1978-Le Sueur County,LE SUEUR,39.5
1978-Lincoln County,LINCOLN,27.8
1978-Lyon County,LYON,34.3
1978-Mahnomen County,MAHNOMEN,32.8
1978-Marshall County,MARSHALL,28.8
1978-Martin County,MARTIN,43.6
1978-Mcleod County,MCLEOD,39.1
1978-Meeker County,MEEKER,34.3
1978-Mille Lacs County,MILLE LACS,31.9
1978-Morrison County,MORRISON,18.5
1978-Murray County,MURRAY,39.1
1978-Nicollet County,NICOLLET,39.0
1978-Nobles County,NOBLES,38.2
1978-Norman County,NORMAN,30.6
1978-Otter Tail County,OTTER TAIL,23.9
1978-Pennington County,PENNINGTON,28.0
1978-Pine County,PINE,25.9
1978-Pipestone County,PIPESTONE,33.0
1978-Polk County,POLK,34.1
1978-Pope County,POPE,25.7
1978-Ramsey County,RAMSEY,25.0
1978-Red Lake County,RED LAKE,34.0
1978-Redwood County,REDWOOD,39.9
1978-Renville County,RENVILLE,36.6
1978-Rice County,RICE,39.4
1978-Rock County,ROCK,38.2
1978-Roseau County,ROSEAU,27.0
1978-Scott County,SCOTT,33.3
1978-Sherburne County,SHERBURNE,19.6
1978-Sibley County,SIBLEY,39.2
1978-St. Louis County,ST. LOUIS,25.0
1978-Stearns County,STEARNS,22.3
1978-Steele County,STEELE,39.1
1978-Stevens County,STEVENS,28.9
1978-Swift County,SWIFT,30.9
1978-Todd County,TODD,24.2
1978-Traverse County,TRAVERSE,25.3
1978-Wadena County,WADENA,23.2
1978-Waseca County,WASECA,39.9
1978-Washington County,WASHINGTON,34.4
1978-Watonwan County,WATONWAN,42.1
1978-Wilkin County,WILKIN,25.0
1978-Wright County,WRIGHT,30.0
1978-Yellow Medicine County,YELLOW MEDICINE,33.2
1979-Aitkin County,AITKIN,21.0
1979-Anoka County,ANOKA,26.5
1979-Becker County,BECKER,26.5
1979-Beltrami County,BELTRAMI,21.0
1979-Benton County,BENTON,28.0
1979-Big Stone County,BIG STONE,27.5
1979-Blue Earth County,BLUE EARTH,37.0
1979-Brown County,BROWN,32.0
1979-Carver County,CARVER,37.0
1979-Cass County,CASS,25.0
1979-Chippewa County,CHIPPEWA,31.0
1979-Chisago County,CHISAGO,25.0
1979-Clay County,CLAY,27.5
1979-Clearwater County,CLEARWATER,26.0
1979-Cottonwood County,COTTONWOOD,31.0
1979-Crow Wing County,CROW WING,21.0
1979-Douglas County,DOUGLAS,26.0
1979-Faribault County,FARIBAULT,33.0
1979-Freeborn County,FREEBORN,36.0
1979-Grant County,GRANT,27.5
1979-Hennepin County,HENNEPIN,35.0
1979-Hubbard County,HUBBARD,25.0
1979-Isanti County,ISANTI,27.5
1979-Itasca County,ITASCA,24.0
1979-Jackson County,JACKSON,34.0
1979-Kanabec County,KANABEC,28.5
1979-Kandiyohi County,KANDIYOHI,30.5
1979-Kittson County,KITTSON,26.0
1979-Lac Qui Parle County,LAC QUI PARLE,31.5
1979-Lake Of The Woods County,LAKE OF THE WOODS,26.0
1979-Le Sueur County,LE SUEUR,37.5
1979-Lincoln County,LINCOLN,30.0
1979-Lyon County,LYON,27.5
1979-Mahnomen County,MAHNOMEN,28.0
1979-Marshall County,MARSHALL,27.0
1979-Martin County,MARTIN,31.5
1979-Mcleod County,MCLEOD,37.0
1979-Meeker County,MEEKER,31.0
1979-Mille Lacs County,MILLE LACS,30.0
1979-Morrison County,MORRISON,20.0
1979-Murray County,MURRAY,32.5
1979-Nicollet County,NICOLLET,36.0
1979-Nobles County,NOBLES,33.0
1979-Norman County,NORMAN,29.0
1979-Otter Tail County,OTTER TAIL,25.0
1979-Pine County,PINE,25.0
1979-Pipestone County,PIPESTONE,31.0
1979-Polk County,POLK,30.0
1979-Pope County,POPE,26.0
1979-Ramsey County,RAMSEY,26.0
1979-Redwood County,REDWOOD,27.5
1979-Renville County,RENVILLE,30.0
1979-Rice County,RICE,36.0
1979-Rock County,ROCK,35.0
1979-Roseau County,ROSEAU,26.0
1979-Scott County,SCOTT,34.0
1979-Sherburne County,SHERBURNE,27.0
1979-Sibley County,SIBLEY,35.0
1979-Stearns County,STEARNS,28.0
1979-Steele County,STEELE,35.5
1979-Stevens County,STEVENS,28.5
1979-Swift County,SWIFT,28.0
1979-Todd County,TODD,28.0
1979-Traverse County,TRAVERSE,28.5
1979-Wadena County,WADENA,26.0
1979-Waseca County,WASECA,36.5
1979-Washington County,WASHINGTON,35.5
1979-Watonwan County,WATONWAN,34.5
1979-Wilkin County,WILKIN,25.0
1979-Wright County,WRIGHT,35.0
1979-Yellow Medicine County,YELLOW MEDICINE,32.0
1980-Aitkin County,AITKIN,19.0
1980-Anoka County,ANOKA,28.0
1980-Becker County,BECKER,17.0
1980-Beltrami County,BELTRAMI,19.0
1980-Benton County,BENTON,25.0
1980-Big Stone County,BIG STONE,24.0
1980-Blue Earth County,BLUE EARTH,34.0
1980-Brown County,BROWN,35.0
1980-Carver County,CARVER,33.0
1980-Cass County,CASS,23.0
1980-Chippewa County,CHIPPEWA,25.0
1980-Chisago County,CHISAGO,26.0
1980-Clay County,CLAY,19.0
1980-Clearwater County,CLEARWATER,17.0
1980-Cottonwood County,COTTONWOOD,35.0
1980-Crow Wing County,CROW WING,20.0
1980-Douglas County,DOUGLAS,22.0
1980-Faribault County,FARIBAULT,36.0
1980-Freeborn County,FREEBORN,28.0
1980-Grant County,GRANT,24.0
1980-Hennepin County,HENNEPIN,28.0
1980-Hubbard County,HUBBARD,23.0
1980-Isanti County,ISANTI,25.0
1980-Itasca County,ITASCA,22.0
1980-Jackson County,JACKSON,36.0
1980-Kanabec County,KANABEC,22.0
1980-Kandiyohi County,KANDIYOHI,30.0
1980-Kittson County,KITTSON,16.0
1980-Koochiching County,KOOCHICHING,23.0
1980-Lac Qui Parle County,LAC QUI PARLE,29.0
1980-Lake Of The Woods County,LAKE OF THE WOODS,23.0
1980-Le Sueur County,LE SUEUR,29.0
1980-Lincoln County,LINCOLN,28.0
1980-Lyon County,LYON,29.0
1980-Mahnomen County,MAHNOMEN,18.0
1980-Marshall County,MARSHALL,18.0
