new_index,County,BU / ACRE
1969-Freeborn County,FREEBORN,96.0
1969-Grant County,GRANT,60.0
1969-Hennepin County,HENNEPIN,76.0
1969-Hubbard County,HUBBARD,40.0
1969-Isanti County,ISANTI,48.0
1969-Itasca County,ITASCA,35.0
1969-Jackson County,JACKSON,99.0
1969-Kanabec County,KANABEC,63.0
1969-Kandiyohi County,KANDIYOHI,79.0
1969-Kittson County,KITTSON,31.0
1969-Lac Qui Parle County,LAC QUI PARLE,76.0
1969-Le Sueur County,LE SUEUR,96.0
1969-Lincoln County,LINCOLN,65.0
1969-Lyon County,LYON,84.0
1969-Mahnomen County,MAHNOMEN,61.0
1969-Marshall County,MARSHALL,53.0
1969-Martin County,MARTIN,107.0
1969-Mcleod County,MCLEOD,90.0
1969-Meeker County,MEEKER,80.0
1969-Mille Lacs County,MILLE LACS,59.0
1969-Morrison County,MORRISON,51.0
1969-Murray County,MURRAY,86.0
1969-Nicollet County,NICOLLET,97.0
1969-Nobles County,NOBLES,91.0
1969-Norman County,NORMAN,60.0
1969-Otter Tail County,OTTER TAIL,47.0
1969-Pennington County,PENNINGTON,52.0
1969-Pine County,PINE,61.0
1969-Pipestone County,PIPESTONE,65.0
1969-Polk County,POLK,49.0
1969-Pope County,POPE,50.0
1969-Ramsey County,RAMSEY,61.0
1969-Red Lake County,RED LAKE,57.0
1969-Redwood County,REDWOOD,92.0
1969-Renville County,RENVILLE,96.0
1969-Rice County,RICE,91.0
1969-Rock County,ROCK,88.0
1969-Roseau County,ROSEAU,28.0
1969-Scott County,SCOTT,76.0
1969-Sherburne County,SHERBURNE,49.0
1969-Sibley County,SIBLEY,96.0
1969-St. Louis County,ST. LOUIS,35.0
1969-Stearns County,STEARNS,54.0
1969-Steele County,STEELE,92.0
1969-Stevens County,STEVENS,62.0
1969-Swift County,SWIFT,73.0
1969-Todd County,TODD,50.0
1969-Traverse County,TRAVERSE,57.0
1969-Wadena County,WADENA,38.0
1969-Waseca County,WASECA,103.0
1969-Washington County,WASHINGTON,61.0
1969-Watonwan County,WATONWAN,92.0
1969-Wilkin County,WILKIN,51.0
1969-Wright County,WRIGHT,69.0
1969-Yellow Medicine County,YELLOW MEDICINE,87.0
1970-Aitkin County,AITKIN,48.0
1970-Anoka County,ANOKA,76.0
1970-Becker County,BECKER,37.0
1970-Beltrami County,BELTRAMI,39.0
1970-Benton County,BENTON,73.0
1970-Big Stone County,BIG STONE,61.0
1970-Blue Earth County,BLUE EARTH,103.0
1970-Brown County,BROWN,93.0
1970-Carlton County,CARLTON,47.0
1970-Carver County,CARVER,91.0
1970-Cass County,CASS,59.0
1970-Chippewa County,CHIPPEWA,81.0
1970-Chisago County,CHISAGO,81.0
1970-Clay County,CLAY,43.0
1970-Clearwater County,CLEARWATER,45.0
1970-Cottonwood County,COTTONWOOD,93.0
1970-Crow Wing County,CROW WING,36.0
1970-Douglas County,DOUGLAS,40.0
1970-Faribault County,FARIBAULT,105.0
1970-Freeborn County,FREEBORN,102.0
1970-Grant County,GRANT,43.0
1970-Hennepin County,HENNEPIN,90.0
1970-Hubbard County,HUBBARD,64.0
1970-Isanti County,ISANTI,81.0
1970-Itasca County,ITASCA,60.0
1970-Jackson County,JACKSON,97.0
1970-Kanabec County,KANABEC,62.0
1970-Kandiyohi County,KANDIYOHI,81.0
1970-Kittson County,KITTSON,35.0
1970-Lac Qui Parle County,LAC QUI PARLE,59.0
1970-Le Sueur County,LE SUEUR,102.0
1970-Lincoln County,LINCOLN,54.0
1970-Lyon County,LYON,84.0
1970-Mahnomen County,MAHNOMEN,52.0
1970-Marshall County,MARSHALL,40.0
1970-Martin County,MARTIN,100.0
1970-Mcleod County,MCLEOD,86.0
1970-Meeker County,MEEKER,84.0
1970-Mille Lacs County,MILLE LACS,80.0
1970-Morrison County,MORRISON,63.0
1970-Murray County,MURRAY,77.0
1970-Nicollet County,NICOLLET,104.0
1970-Nobles County,NOBLES,84.0
1970-Norman County,NORMAN,50.0
1970-Otter Tail County,OTTER TAIL,34.0
1970-Pennington County,PENNINGTON,44.0
1970-Pine County,PINE,66.0
1970-Pipestone County,PIPESTONE,59.0
1970-Polk County,POLK,45.0
1970-Pope County,POPE,57.0
1970-Ramsey County,RAMSEY,86.0
1970-Red Lake County,RED LAKE,45.0
1970-Redwood County,REDWOOD,88.0
1970-Renville County,RENVILLE,94.0
1970-Rice County,RICE,96.0
1970-Rock County,ROCK,69.0
1970-Roseau County,ROSEAU,34.0
1970-Scott County,SCOTT,84.0
1970-Sherburne County,SHERBURNE,62.0
1970-Sibley County,SIBLEY,96.0
1970-Stearns County,STEARNS,62.0
1970-Steele County,STEELE,92.0
1970-Stevens County,STEVENS,68.0
1970-Swift County,SWIFT,77.0
1970-Todd County,TODD,48.0
1970-Traverse County,TRAVERSE,49.0
1970-Wadena County,WADENA,33.0
1970-Waseca County,WASECA,103.0
1970-Washington County,WASHINGTON,85.0
1970-Watonwan County,WATONWAN,101.0
1970-Wilkin County,WILKIN,35.0
1970-Wright County,WRIGHT,78.0
1970-Yellow Medicine County,YELLOW MEDICINE,76.0
1971-Aitkin County,AITKIN,64.0
1971-Anoka County,ANOKA,66.0
1971-Becker County,BECKER,50.0
1971-Beltrami County,BELTRAMI,41.0
1971-Benton County,BENTON,67.0
1971-Big Stone County,BIG STONE,61.0
1971-Blue Earth County,BLUE EARTH,94.0
1971-Brown County,BROWN,86.0
1971-Carlton County,CARLTON,59.0
1971-Carver County,CARVER,90.0
1971-Cass County,CASS,58.0
1971-Chippewa County,CHIPPEWA,78.0
1971-Chisago County,CHISAGO,79.0
1971-Clay County,CLAY,53.0
1971-Clearwater County,CLEARWATER,45.0
1971-Cottonwood County,COTTONWOOD,87.0
1971-Crow Wing County,CROW WING,59.0
1971-Douglas County,DOUGLAS,53.0
1971-Faribault County,FARIBAULT,103.0
1971-Freeborn County,FREEBORN,90.0
1971-Grant County,GRANT,64.0
1971-Hennepin County,HENNEPIN,86.0
1971-Hubbard County,HUBBARD,51.1
1971-Isanti County,ISANTI,77.0
1971-Itasca County,ITASCA,48.0
1971-Jackson County,JACKSON,88.0
1971-Kanabec County,KANABEC,67.0
1971-Kandiyohi County,KANDIYOHI,75.0
1971-Kittson County,KITTSON,35.0
1971-Lac Qui Parle County,LAC QUI PARLE,75.0
1971-Le Sueur County,LE SUEUR,94.0
1971-Lincoln County,LINCOLN,70.0
1971-Lyon County,LYON,80.0
1971-Mahnomen County,MAHNOMEN,65.0
1971-Marshall County,MARSHALL,41.0
1971-Martin County,MARTIN,96.0
1971-Mcleod County,MCLEOD,86.0
1971-Meeker County,MEEKER,83.0
1971-Mille Lacs County,MILLE LACS,72.0
1971-Morrison County,MORRISON,58.0
1971-Murray County,MURRAY,77.0
1971-Nicollet County,NICOLLET,98.0
1971-Nobles County,NOBLES,77.0
1971-Norman County,NORMAN,64.0
1971-Otter Tail County,OTTER TAIL,52.0
1971-Pennington County,PENNINGTON,46.0
1971-Pine County,PINE,68.0
1971-Pipestone County,PIPESTONE,66.0
1971-Polk County,POLK,60.0
1971-Pope County,POPE,64.0
1971-Ramsey County,RAMSEY,78.0
1971-Red Lake County,RED LAKE,50.0
1971-Redwood County,REDWOOD,85.0
1971-Renville County,RENVILLE,86.0
1971-Rice County,RICE,94.0
1971-Rock County,ROCK,76.0
1971-Scott County,SCOTT,85.0
1971-Sherburne County,SHERBURNE,62.0
1971-Sibley County,SIBLEY,87.0
1971-Stearns County,STEARNS,61.0
1971-Steele County,STEELE,90.0
1971-Stevens County,STEVENS,70.0
1971-Swift County,SWIFT,76.0
1971-Todd County,TODD,55.0
1971-Traverse County,TRAVERSE,60.0
1971-Wadena County,WADENA,57.0
1971-Waseca County,WASECA,91.0
1971-Washington County,WASHINGTON,84.0
1971-Watonwan County,WATONWAN,96.0
1971-Wilkin County,WILKIN,54.0
1971-Wright County,WRIGHT,73.0
1971-Yellow Medicine County,YELLOW MEDICINE,85.0
1972-Aitkin County,AITKIN,65.0
1972-Anoka County,ANOKA,85.0
1972-Becker County,BECKER,50.0
1972-Beltrami County,BELTRAMI,45.0
1972-Benton County,BENTON,67.0
1972-Big Stone County,BIG STONE,58.0
1972-Blue Earth County,BLUE EARTH,109.0
1972-Brown County,BROWN,103.0
1972-Carver County,CARVER,92.0
1972-Cass County,CASS,60.0
1972-Chippewa County,CHIPPEWA,79.0
1972-Chisago County,CHISAGO,86.0
1972-Clay County,CLAY,66.0
1972-Clearwater County,CLEARWATER,47.0
1972-Cottonwood County,COTTONWOOD,110.0
1972-Crow Wing County,CROW WING,60.0
1972-Douglas County,DOUGLAS,50.0
1972-Faribault County,FARIBAULT,108.0
1972-Freeborn County,FREEBORN,103.0
1972-Grant County,GRANT,62.0
1972-Hennepin County,HENNEPIN,92.0
1972-Hubbard County,HUBBARD,59.0
1972-Isanti County,ISANTI,76.0
1972-Itasca County,ITASCA,51.0
1972-Jackson County,JACKSON,105.0
1972-Kanabec County,KANABEC,72.0
1972-Kandiyohi County,KANDIYOHI,85.0
1972-Kittson County,KITTSON,35.0
1972-Koochiching County,KOOCHICHING,45.0
1972-Lac Qui Parle County,LAC QUI PARLE,74.0
1972-Le Sueur County,LE SUEUR,105.0
1972-Lincoln County,LINCOLN,73.0
1972-Lyon County,LYON,98.0
1972-Mahnomen County,MAHNOMEN,53.0
1972-Marshall County,MARSHALL,50.0
1972-Martin County,MARTIN,108.0
1972-Mcleod County,MCLEOD,95.0
1972-Meeker County,MEEKER,82.0
1972-Mille Lacs County,MILLE LACS,70.0
1972-Morrison County,MORRISON,60.0
1972-Murray County,MURRAY,91.0
1972-Nicollet County,NICOLLET,112.0
1972-Nobles County,NOBLES,98.0
1972-Norman County,NORMAN,65.0
1972-Otter Tail County,OTTER TAIL,65.0
1972-Pennington County,PENNINGTON,48.0
1972-Pine County,PINE,80.0
1972-Pipestone County,PIPESTONE,70.0
1972-Polk County,POLK,60.0
1972-Pope County,POPE,75.0
1972-Ramsey County,RAMSEY,86.0
1972-Red Lake County,RED LAKE,65.0
1972-Redwood County,REDWOOD,105.0
1972-Renville County,RENVILLE,95.0
1972-Rice County,RICE,104.0
1972-Rock County,ROCK,96.0
1972-Roseau County,ROSEAU,35.0
1972-Scott County,SCOTT,96.0
1972-Sherburne County,SHERBURNE,70.0
1972-Sibley County,SIBLEY,107.0
1972-Stearns County,STEARNS,73.0
1972-Steele County,STEELE,102.0
1972-Stevens County,STEVENS,69.0
1972-Swift County,SWIFT,59.0
1972-Todd County,TODD,59.0
1972-Traverse County,TRAVERSE,53.0
1972-Wadena County,WADENA,65.0
1972-Waseca County,WASECA,104.0
1972-Washington County,WASHINGTON,90.0
1972-Watonwan County,WATONWAN,114.0
1972-Wilkin County,WILKIN,57.0
1972-Wright County,WRIGHT,86.0
1972-Yellow Medicine County,YELLOW MEDICINE,85.0
1973-Aitkin County,AITKIN,73.0
1973-Anoka County,ANOKA,82.0
1973-Becker County,BECKER,57.0
1973-Beltrami County,BELTRAMI,41.0
1973-Benton County,BENTON,72.0
1973-Big Stone County,BIG STONE,72.0
1973-Blue Earth County,BLUE EARTH,105.0
1973-Brown County,BROWN,91.0
1973-Carver County,CARVER,93.0
1973-Cass County,CASS,60.0
1973-Chippewa County,CHIPPEWA,93.0
1973-Chisago County,CHISAGO,85.0
1973-Clay County,CLAY,67.0
1973-Clearwater County,CLEARWATER,41.0
1973-Cottonwood County,COTTONWOOD,89.0
1973-Crow Wing County,CROW WING,72.0
1973-Douglas County,DOUGLAS,70.0
1973-Faribault County,FARIBAULT,114.0
1973-Freeborn County,FREEBORN,107.0
1973-Grant County,GRANT,80.0
1973-Hennepin County,HENNEPIN,92.0
1973-Hubbard County,HUBBARD,60.0
1973-Isanti County,ISANTI,80.0
1973-Itasca County,ITASCA,50.0
1973-Jackson County,JACKSON,105.0
1973-Kanabec County,KANABEC,75.0
1973-Kandiyohi County,KANDIYOHI,91.0
1973-Kittson County,KITTSON,45.0
1973-Koochiching County,KOOCHICHING,46.0
1973-Lac Qui Parle County,LAC QUI PARLE,85.0
1973-Le Sueur County,LE SUEUR,104.0
1973-Lincoln County,LINCOLN,66.0
1973-Lyon County,LYON,78.0
1973-Mahnomen County,MAHNOMEN,60.0
1973-Marshall County,MARSHALL,40.0
1973-Martin County,MARTIN,171.2
1973-Mcleod County,MCLEOD,96.0
1973-Meeker County,MEEKER,86.0
1973-Mille Lacs County,MILLE LACS,75.0
1973-Morrison County,MORRISON,74.0
1973-Murray County,MURRAY,83.0
1973-Nicollet County,NICOLLET,109.0
1973-Nobles County,NOBLES,86.0
1973-Norman County,NORMAN,63.0
1973-Otter Tail County,OTTER TAIL,70.0
1973-Pennington County,PENNINGTON,53.0
1973-Pine County,PINE,73.0
1973-Pipestone County,PIPESTONE,70.0
1973-Polk County,POLK,55.0
1973-Pope County,POPE,80.0
1973-Ramsey County,RAMSEY,85.0
1973-Red Lake County,RED LAKE,55.0
1973-Redwood County,REDWOOD,91.0
1973-Renville County,RENVILLE,99.0
1973-Rice County,RICE,105.0
1973-Rock County,ROCK,90.0
1973-Roseau County,ROSEAU,42.0
1973-Scott County,SCOTT,101.0
1973-Sherburne County,SHERBURNE,84.0
1973-Sibley County,SIBLEY,107.0
1973-Stearns County,STEARNS,83.0
1973-Steele County,STEELE,105.0
1973-Stevens County,STEVENS,88.0
1973-Swift County,SWIFT,94.0
1973-Todd County,TODD,75.0
1973-Traverse County,TRAVERSE,65.0
1973-Wadena County,WADENA,71.0
1973-Waseca County,WASECA,113.0
1973-Washington County,WASHINGTON,91.0
1973-Watonwan County,WATONWAN,98.0
1973-Wilkin County,WILKIN,63.0
1973-Wright County,WRIGHT,89.0
1973-Yellow Medicine County,YELLOW MEDICINE,85.0
1974-Aitkin County,AITKIN,37.3
1974-Anoka County,ANOKA,43.4
1974-Becker County,BECKER,43.9
1974-Beltrami County,BELTRAMI,40.8
1974-Benton County,BENTON,47.4
1974-Big Stone County,BIG STONE,38.9
1974-Blue Earth County,BLUE EARTH,78.3
1974-Brown County,BROWN,69.8
1974-Carver County,CARVER,70.3
1974-Cass County,CASS,44.4
1974-Chippewa County,CHIPPEWA,60.3
1974-Chisago County,CHISAGO,42.4
1974-Clay County,CLAY,53.9
1974-Clearwater County,CLEARWATER,45.8
1974-Cottonwood County,COTTONWOOD,64.8
1974-Crow Wing County,CROW WING,40.9
1974-Douglas County,DOUGLAS,42.4
1974-Faribault County,FARIBAULT,86.3
1974-Freeborn County,FREEBORN,78.3
1974-Grant County,GRANT,46.4
1974-Hennepin County,HENNEPIN,57.8
1974-Hubbard County,HUBBARD,37.9
1974-Isanti County,ISANTI,42.9
1974-Itasca County,ITASCA,45.0
1974-Jackson County,JACKSON,68.3
1974-Kanabec County,KANABEC,42.9
1974-Kandiyohi County,KANDIYOHI,53.4
1974-Kittson County,KITTSON,47.0
1974-Koochiching County,KOOCHICHING,38.0
1974-Lac Qui Parle County,LAC QUI PARLE,51.9
1974-Lake Of The Woods County,LAKE OF THE WOODS,
1974-Le Sueur County,LE SUEUR,63.3
1974-Lincoln County,LINCOLN,47.9
1974-Lyon County,LYON,52.9
1974-Mahnomen County,MAHNOMEN,37.9
1974-Marshall County,MARSHALL,50.8
1974-Martin County,MARTIN,88.8
1974-Mcleod County,MCLEOD,62.3
1974-Meeker County,MEEKER,58.8
1974-Mille Lacs County,MILLE LACS,44.9
1974-Morrison County,MORRISON,40.9
1974-Murray County,MURRAY,53.4
1974-Nicollet County,NICOLLET,71.3
1974-Nobles County,NOBLES,48.9
1974-Norman County,NORMAN,55.3
1974-Otter Tail County,OTTER TAIL,46.4
1974-Pennington County,PENNINGTON,41.0
1974-Pine County,PINE,43.9
1974-Pipestone County,PIPESTONE,50.7
1974-Polk County,POLK,43.4
1974-Pope County,POPE,46.4
1974-Ramsey County,RAMSEY,50.0
1974-Red Lake County,RED LAKE,47.9
1974-Redwood County,REDWOOD,61.3
1974-Renville County,RENVILLE,59.8
1974-Rice County,RICE,70.3
1974-Rock County,ROCK,36.4
1974-Roseau County,ROSEAU,46.8
1974-Scott County,SCOTT,59.8
1974-Sherburne County,SHERBURNE,45.9
1974-Sibley County,SIBLEY,62.3
1974-Stearns County,STEARNS,49.4
1974-Steele County,STEELE,76.8
1974-Stevens County,STEVENS,48.9
1974-Swift County,SWIFT,55.3
1974-Todd County,TODD,39.4
1974-Traverse County,TRAVERSE,35.4
1974-Wadena County,WADENA,43.9
1974-Waseca County,WASECA,79.8
1974-Washington County,WASHINGTON,56.3
1974-Watonwan County,WATONWAN,81.3
1974-Wilkin County,WILKIN,49.4
1974-Wright County,WRIGHT,60.8
1974-Yellow Medicine County,YELLOW MEDICINE,56.3
1975-Aitkin County,AITKIN,59.0
1975-Anoka County,ANOKA,45.0
1975-Becker County,BECKER,58.0
1975-Beltrami County,BELTRAMI,35.0
1975-Benton County,BENTON,40.0
1975-Big Stone County,BIG STONE,46.8
1975-Blue Earth County,BLUE EARTH,79.8
1975-Brown County,BROWN,64.2
1975-Carver County,CARVER,81.8
1975-Cass County,CASS,45.0
1975-Chippewa County,CHIPPEWA,71.4
1975-Chisago County,CHISAGO,62.2
1975-Clay County,CLAY,46.0
1975-Clearwater County,CLEARWATER,44.4
1975-Cottonwood County,COTTONWOOD,64.9
1975-Crow Wing County,CROW WING,35.0
1975-Douglas County,DOUGLAS,44.8
1975-Faribault County,FARIBAULT,88.6
1975-Freeborn County,FREEBORN,84.0
1975-Grant County,GRANT,67.1
1975-Hennepin County,HENNEPIN,68.8
1975-Hubbard County,HUBBARD,30.7
1975-Isanti County,ISANTI,55.8
1975-Itasca County,ITASCA,40.0
1975-Jackson County,JACKSON,86.2
1975-Kanabec County,KANABEC,63.8
1975-Kandiyohi County,KANDIYOHI,68.0
1975-Kittson County,KITTSON,45.3
1975-Lac Qui Parle County,LAC QUI PARLE,39.4
1975-Le Sueur County,LE SUEUR,78.4
1975-Lincoln County,LINCOLN,37.0
1975-Lyon County,LYON,27.9
1975-Mahnomen County,MAHNOMEN,39.0
1975-Marshall County,MARSHALL,35.0
1975-Martin County,MARTIN,91.3
1975-Mcleod County,MCLEOD,72.4
1975-Meeker County,MEEKER,73.5
1975-Mille Lacs County,MILLE LACS,56.7
1975-Morrison County,MORRISON,36.6
1975-Murray County,MURRAY,47.0
1975-Nicollet County,NICOLLET,82.1
1975-Nobles County,NOBLES,74.8
1975-Norman County,NORMAN,31.7
1975-Otter Tail County,OTTER TAIL,46.0
1975-Pennington County,PENNINGTON,35.0
1975-Pine County,PINE,57.1
1975-Pipestone County,PIPESTONE,57.5
1975-Polk County,POLK,52.0
1975-Pope County,POPE,61.6
1975-Ramsey County,RAMSEY,56.0
1975-Red Lake County,RED LAKE,45.0
1975-Redwood County,REDWOOD,54.2
1975-Renville County,RENVILLE,74.9
1975-Rice County,RICE,89.5
1975-Rock County,ROCK,73.2
1975-Roseau County,ROSEAU,30.0
1975-Scott County,SCOTT,82.6
1975-Sherburne County,SHERBURNE,44.9
1975-Sibley County,SIBLEY,80.9
1975-St. Louis County,ST. LOUIS,30.0
1975-Stearns County,STEARNS,53.2
1975-Steele County,STEELE,77.7
1975-Stevens County,STEVENS,75.3
1975-Swift County,SWIFT,69.6
1975-Todd County,TODD,48.9
1975-Traverse County,TRAVERSE,60.5
1975-Wadena County,WADENA,34.6
1975-Waseca County,WASECA,88.7
1975-Washington County,WASHINGTON,71.2
1975-Watonwan County,WATONWAN,74.2
1975-Wilkin County,WILKIN,43.8
1975-Wright County,WRIGHT,62.9
1975-Yellow Medicine County,YELLOW MEDICINE,38.6
1976-Aitkin County,AITKIN,59.0
1976-Anoka County,ANOKA,33.4
1976-Becker County,BECKER,29.1
1976-Beltrami County,BELTRAMI,35.0
1976-Benton County,BENTON,49.0
1976-Big Stone County,BIG STONE,16.7
1976-Blue Earth County,BLUE EARTH,88.8
1976-Brown County,BROWN,50.4
1976-Carlton County,CARLTON,61.0
1976-Carver County,CARVER,59.2
1976-Cass County,CASS,28.0
1976-Chippewa County,CHIPPEWA,34.6
1976-Chisago County,CHISAGO,45.7
1976-Clay County,CLAY,27.2
1976-Clearwater County,CLEARWATER,46.9
1976-Cottonwood County,COTTONWOOD,64.0
1976-Crow Wing County,CROW WING,28.5
1976-Douglas County,DOUGLAS,37.9
1976-Faribault County,FARIBAULT,97.1
1976-Freeborn County,FREEBORN,81.5
1976-Grant County,GRANT,46.9
1976-Hennepin County,HENNEPIN,51.7
1976-Hubbard County,HUBBARD,38.3
1976-Isanti County,ISANTI,41.7
1976-Itasca County,ITASCA,43.9
1976-Jackson County,JACKSON,63.4
1976-Kanabec County,KANABEC,46.5
1976-Kandiyohi County,KANDIYOHI,47.7
1976-Kittson County,KITTSON,25.2
1976-Lac Qui Parle County,LAC QUI PARLE,16.1
1976-Le Sueur County,LE SUEUR,73.2
1976-Lincoln County,LINCOLN,23.5
1976-Lyon County,LYON,24.2
1976-Mahnomen County,MAHNOMEN,30.2
1976-Marshall County,MARSHALL,42.0
1976-Martin County,MARTIN,75.8
1976-Mcleod County,MCLEOD,48.2
1976-Meeker County,MEEKER,64.5
1976-Mille Lacs County,MILLE LACS,61.0
1976-Morrison County,MORRISON,33.5
1976-Murray County,MURRAY,41.5
1976-Nicollet County,NICOLLET,71.3
1976-Nobles County,NOBLES,48.8
1976-Norman County,NORMAN,50.0
1976-Otter Tail County,OTTER TAIL,32.8
1976-Pennington County,PENNINGTON,42.0
1976-Pine County,PINE,51.4
1976-Pipestone County,PIPESTONE,23.7
1976-Polk County,POLK,46.5
1976-Pope County,POPE,43.9
1976-Ramsey County,RAMSEY,51.3
1976-Red Lake County,RED LAKE,45.2
1976-Redwood County,REDWOOD,33.7
1976-Renville County,RENVILLE,45.9
1976-Rice County,RICE,81.1
1976-Rock County,ROCK,39.5
1976-Scott County,SCOTT,63.6
1976-Sherburne County,SHERBURNE,44.1
1976-Sibley County,SIBLEY,49.9
1976-Stearns County,STEARNS,53.3
1976-Steele County,STEELE,73.5
1976-Stevens County,STEVENS,34.3
1976-Swift County,SWIFT,45.5
1976-Todd County,TODD,32.8
1976-Traverse County,TRAVERSE,24.2
1976-Wadena County,WADENA,35.3
1976-Waseca County,WASECA,84.0
1976-Washington County,WASHINGTON,45.7
1976-Watonwan County,WATONWAN,70.3
1976-Wilkin County,WILKIN,22.5
1976-Wright County,WRIGHT,52.0
1976-Yellow Medicine County,YELLOW MEDICINE,24.4
1977-Aitkin County,AITKIN,81.6
1977-Anoka County,ANOKA,82.9
1977-Becker County,BECKER,64.6
1977-Beltrami County,BELTRAMI,75.0
1977-Benton County,BENTON,79.4
1977-Big Stone County,BIG STONE,86.7
1977-Blue Earth County,BLUE EARTH,109.6
1977-Brown County,BROWN,105.4
1977-Carlton County,CARLTON,80.0
1977-Carver County,CARVER,109.7
1977-Cass County,CASS,60.2
1977-Chippewa County,CHIPPEWA,80.1
1977-Chisago County,CHISAGO,95.3
1977-Clay County,CLAY,52.7
1977-Clearwater County,CLEARWATER,64.6
1977-Cottonwood County,COTTONWOOD,107.7
1977-Crow Wing County,CROW WING,68.8
1977-Douglas County,DOUGLAS,75.6
1977-Faribault County,FARIBAULT,117.9
1977-Freeborn County,FREEBORN,116.6
1977-Grant County,GRANT,95.2
1977-Hennepin County,HENNEPIN,97.9
1977-Hubbard County,HUBBARD,62.6
1977-Isanti County,ISANTI,93.8
1977-Itasca County,ITASCA,62.5
1977-Jackson County,JACKSON,96.2
1977-Kanabec County,KANABEC,82.1
1977-Kandiyohi County,KANDIYOHI,95.5
1977-Kittson County,KITTSON,60.7
1977-Koochiching County,KOOCHICHING,75.0
1977-Lac Qui Parle County,LAC QUI PARLE,76.3
1977-Lake Of The Woods County,LAKE OF THE WOODS,62.0
1977-Le Sueur County,LE SUEUR,112.3
1977-Lincoln County,LINCOLN,84.1
1977-Lyon County,LYON,92.1
1977-Mahnomen County,MAHNOMEN,57.0
1977-Marshall County,MARSHALL,59.0
1977-Martin County,MARTIN,100.2
1977-Mcleod County,MCLEOD,102.6
1977-Meeker County,MEEKER,98.8
1977-Mille Lacs County,MILLE LACS,76.8
1977-Morrison County,MORRISON,74.3
1977-Murray County,MURRAY,100.8
1977-Nicollet County,NICOLLET,112.0
1977-Nobles County,NOBLES,97.4
1977-Norman County,NORMAN,59.3
1977-Otter Tail County,OTTER TAIL,68.1
1977-Pennington County,PENNINGTON,72.0
1977-Pine County,PINE,79.2
1977-Pipestone County,PIPESTONE,75.4
1977-Polk County,POLK,61.8
1977-Pope County,POPE,90.2
1977-Ramsey County,RAMSEY,93.0
1977-Red Lake County,RED LAKE,77.0
1977-Redwood County,REDWOOD,101.3
1977-Renville County,RENVILLE,99.6
1977-Rice County,RICE,103.1
1977-Rock County,ROCK,106.1
1977-Roseau County,ROSEAU,61.0
1977-Scott County,SCOTT,102.1
1977-Sherburne County,SHERBURNE,83.6
1977-Sibley County,SIBLEY,112.0
1977-St. Louis County,ST. LOUIS,
1977-Stearns County,STEARNS,94.2
1977-Steele County,STEELE,114.5
1977-Stevens County,STEVENS,95.0
1977-Swift County,SWIFT,92.9
1977-Todd County,TODD,73.2
1977-Traverse County,TRAVERSE,74.5
1977-Wadena County,WADENA,75.8
1977-Waseca County,WASECA,123.9
1977-Washington County,WASHINGTON,97.1
1977-Watonwan County,WATONWAN,108.8
1977-Wilkin County,WILKIN,63.1
1977-Wright County,WRIGHT,98.6
1977-Yellow Medicine County,YELLOW MEDICINE,80.6
1978-Aitkin County,AITKIN,73.0
1978-Anoka County,ANOKA,81.9
1978-Becker County,BECKER,77.5
1978-Beltrami County,BELTRAMI,74.0
1978-Benton County,BENTON,81.4
1978-Big Stone County,BIG STONE,85.1
1978-Blue Earth County,BLUE EARTH,120.0
1978-Brown County,BROWN,107.2
1978-Carlton County,CARLTON,72.3
1978-Carver County,CARVER,115.8
1978-Cass County,CASS,54.0
1978-Chippewa County,CHIPPEWA,93.3
1978-Chisago County,CHISAGO,77.4
1978-Clay County,CLAY,77.0
1978-Clearwater County,CLEARWATER,92.0
1978-Cottonwood County,COTTONWOOD,109.2
1978-Crow Wing County,CROW WING,60.0
1978-Douglas County,DOUGLAS,65.0
1978-Faribault County,FARIBAULT,120.4
1978-Freeborn County,FREEBORN,117.0
1978-Grant County,GRANT,82.3
1978-Hennepin County,HENNEPIN,100.9
1978-Hubbard County,HUBBARD,50.0
1978-Isanti County,ISANTI,86.8
1978-Itasca County,ITASCA,59.0
1978-Jackson County,JACKSON,114.1
1978-Kanabec County,KANABEC,74.4
1978-Kandiyohi County,KANDIYOHI,100.0
1978-Kittson County,KITTSON,62.0
1978-Koochiching County,KOOCHICHING,69.0
1978-Lac Qui Parle County,LAC QUI PARLE,80.2
1978-Lake Of The Woods County,LAKE OF THE WOODS,57.0
1978-Le Sueur County,LE SUEUR,113.0
1978-Lincoln County,LINCOLN,82.0
1978-Lyon County,LYON,88.0
1978-Mahnomen County,MAHNOMEN,80.0
1978-Marshall County,MARSHALL,60.0
1978-Martin County,MARTIN,127.0
1978-Mcleod County,MCLEOD,112.3
1978-Meeker County,MEEKER,100.6
1978-Mille Lacs County,MILLE LACS,86.0
1978-Morrison County,MORRISON,76.0
1978-Murray County,MURRAY,96.5
1978-Nicollet County,NICOLLET,114.7
1978-Nobles County,NOBLES,103.1
1978-Norman County,NORMAN,72.0
1978-Otter Tail County,OTTER TAIL,68.1
1978-Pennington County,PENNINGTON,64.0
1978-Pine County,PINE,68.0
1978-Pipestone County,PIPESTONE,79.5
1978-Polk County,POLK,84.0
1978-Pope County,POPE,85.0
1978-Ramsey County,RAMSEY,90.0
1978-Red Lake County,RED LAKE,93.0
1978-Redwood County,REDWOOD,107.9
1978-Renville County,RENVILLE,110.6
1978-Rice County,RICE,115.3
